"var.x"	"var.y"	"prev"	"estimate"	"lower"	"upper"	"se"	"p.value"	"n"	"estimate.infl"	"lower.infl"	"upper.infl"	"se.infl"	"p.value.infl"	"n.infl"	"message"	"q.value"	"q.value.infl"
"hMGS.01559"	"sbp_m_all"	74.722598105548	-0.553522920339067	-0.711503387580701	-0.395542453097434	0.0805764633446988	7.5656261015407e-12	3695	-0.560872656109463	-0.718930188379621	-0.402815123839304	0.080615762000001	4.10610558254176e-12	3694	NA	2.02758779521291e-09	1.10043629612119e-09
"hMGS.00224"	"sbp_m_all"	76.8876860622463	-0.334129054858188	-0.45053117420409	-0.217726935512285	0.0593698149301877	1.96418833897631e-08	3695	-0.328325627388431	-0.444523345608385	-0.212127909168477	0.0592655564237956	3.24496134675123e-08	3694	NA	2.63201237422826e-06	2.8988321364311e-06
"hMGS.01022"	"sbp_m_all"	72.1786197564276	0.523688942529825	0.337621598321286	0.709756286738364	0.0949019128885935	3.6681209512127e-08	3695	0.535884483531217	0.349473075509792	0.722295891552641	0.0950773904115765	1.87195753242105e-08	3694	NA	3.27685471641668e-06	2.50842309344421e-06
"hMGS.00033"	"sbp_m_all"	61.4343707713126	-0.260798820442575	-0.358739663949932	-0.162857976935218	0.0499538134340932	1.88310345760113e-07	3695	-0.265340723489598	-0.363165399280898	-0.167516047698298	0.049894558443689	1.11334471439142e-07	3694	NA	1.26167931659276e-05	7.45940958642252e-06
"hMGS.00195"	"sbp_m_all"	84.68200270636	-0.339642643981832	-0.470206584749006	-0.209078703214657	0.0665929198150464	3.56778501469294e-07	3695	-0.330244644634305	-0.460631020922572	-0.199858268346039	0.0665023484039427	7.15802998436339e-07	3694	NA	1.91233276787542e-05	2.74050290829913e-05
"hMGS.00045"	"sbp_m_all"	61.9756427604871	-0.266345890030655	-0.372597433670095	-0.160094346391214	0.0541926084968864	9.28654023402678e-07	3695	-0.272033699449519	-0.378243013196839	-0.165824385702199	0.0541710643982637	5.37063543974277e-07	3694	NA	4.14798797119863e-05	2.74050290829913e-05
"hMGS.00030"	"sbp_m_all"	81.4343707713126	0.454812300878407	0.272026950858075	0.637597650898739	0.0932279623741982	1.11562287310608e-06	3695	0.465902654925756	0.282809307497275	0.648996002354236	0.0933850447244053	6.35693154675823e-07	3694	NA	4.2712418570347e-05	2.74050290829913e-05
"hMGS.00094"	"sbp_m_all"	82.192151556157	-0.266255858100633	-0.381460135363135	-0.15105158083813	0.0587588667515233	6.05309200600758e-06	3695	-0.259192387780683	-0.374233600060823	-0.144151175500543	0.0586756914154248	1.02870240793777e-05	3694	NA	0.000202778582201254	0.00026759631776494
"hMGS.00067"	"sbp_m_all"	98.2679296346414	0.566825296573962	0.319290260652773	0.814360332495151	0.126252935547566	7.36089784369713e-06	3695	0.591940007597702	0.344147433619549	0.839732581575856	0.126384278447715	2.92296393685888e-06	3694	NA	0.000219191180234537	9.79192918847723e-05
"hMGS.03501"	"sbp_m_all"	88.9039242219215	-0.464515142462402	-0.670330043078051	-0.258700241846752	0.104973969787572	9.92969364289341e-06	3695	-0.450641779985405	-0.656439533045097	-0.244844026925713	0.104965213884511	1.807542388579e-05	3694	NA	0.000266115789629543	0.000357469069235359
"hMGS.00647"	"sbp_m_all"	59.2963464140731	0.244702909702148	0.134216167591837	0.355189651812459	0.0563527319621734	1.44882020877709e-05	3695	0.251181752589476	0.140913240396149	0.361450264782802	0.0562414204966664	8.21095469143377e-06	3694	NA	0.000352985287229327	0.000244503984144917
"hMGS.00086"	"sbp_m_all"	42.8687415426252	-0.229740842304222	-0.335841005580022	-0.123640679028422	0.054115398354804	2.23765396163554e-05	3695	-0.234652746531955	-0.340653417088432	-0.128652075975479	0.0540646478955234	1.46279366258447e-05	3694	NA	0.000499742718098604	0.000326690584643865
"hMGS.01431"	"sbp_m_all"	62.1380243572395	-0.348166226794248	-0.511382280403026	-0.18495017318547	0.0832468253227717	2.95456236570927e-05	3695	-0.35652194790857	-0.519613522442647	-0.193430373374492	0.0831833280452077	1.86737573481158e-05	3694	NA	0.000609094395392373	0.000357469069235359
"hMGS.00013"	"sbp_m_all"	99.4316644113667	0.518938007719917	0.274665384348831	0.763210631091003	0.124588972464987	3.18431772895265e-05	3695	0.549725758549269	0.30494249853016	0.794509018568378	0.1248494060856	1.09834309530386e-05	3694	NA	0.000609569393828078	0.00026759631776494
"hMGS.00051"	"sbp_m_all"	95.9404600811908	0.312044341489937	0.15915869865395	0.464929984325924	0.0779778956917666	6.41634737448587e-05	3695	0.323784429869688	0.170962496446436	0.476606363292941	0.0779453939099299	3.34371456978407e-05	3694	NA	0.00114638739757481	0.000597410336468086
"hMGS.02378"	"sbp_m_all"	66.468200270636	-0.294579506798799	-0.440160394403762	-0.148998619193836	0.0742521734402026	7.41223758571758e-05	3695	-0.301758834689961	-0.447236661721267	-0.156281007658655	0.0741996013210394	4.86803853607818e-05	3694	NA	0.00124154979560769	0.000815396454793095
"hMGS.00055"	"sbp_m_all"	82.6522327469553	-0.245092276330304	-0.36680175059389	-0.123382802066719	0.0620767817878557	8.02537888081353e-05	3695	-0.238672600401626	-0.360168462137955	-0.117176738665296	0.061967824835958	0.000119427206271808	3694	NA	0.00126517737650472	0.0017456047436239
"hMGS.00009"	"sbp_m_all"	72.2598105548038	-0.180410741010538	-0.270818230509437	-0.0900032515116397	0.0461114965089461	9.30492618445503e-05	3695	-0.176285426005602	-0.266524995974553	-0.0860458560366514	0.0460258463555227	0.000130269010718202	3694	NA	0.00138540012079664	0.0017456047436239
"hMGS.00336"	"sbp_m_all"	53.4776725304465	-0.18731659090115	-0.281921178329047	-0.0927120034732525	0.0482521871483326	0.000105457702015086	3695	-0.192024412948149	-0.28656306733153	-0.0974857585647676	0.048218554042362	6.95882230262171e-05	3694	NA	0.00148750863894963	0.00109703786888389
"hMGS.00065"	"sbp_m_all"	92.7469553450609	-0.360401712214726	-0.543834251145313	-0.176969173284138	0.0935580550395434	0.00011912821496954	3695	-0.344549437631551	-0.528045046459871	-0.161053828803231	0.0935902143788057	0.000235321294151138	3694	NA	0.00155964562969945	0.00262699092604968
"hMGS.02714"	"sbp_m_all"	76.021650879567	-0.293503408005967	-0.44325594241745	-0.143750873594485	0.0763798829720297	0.00012381299244973	3695	-0.28474026872237	-0.434243248760183	-0.135237288684557	0.0762525928623189	0.000191270795280365	3694	NA	0.00155964562969945	0.00229004609346376
"hMGS.00898"	"sbp_m_all"	90.7713125845737	-0.361034252787364	-0.545639495663498	-0.176429009911231	0.0941561817455362	0.000128030611393239	3695	-0.350707796803667	-0.535186194289292	-0.166229399318042	0.0940914765164314	0.000196533806528606	3694	NA	0.00155964562969945	0.00229004609346376
"hMGS.00193"	"sbp_m_all"	91.637347767253	-0.309316378159351	-0.469009398116474	-0.149623358202229	0.0814499348789638	0.000148515987638318	3695	-0.298168939577621	-0.457851173827033	-0.138486705328209	0.0814444260073358	0.000254857328646611	3694	NA	0.00173053411682909	0.00262699092604968
"hMGS.00587"	"sbp_m_all"	41.3261163734777	-0.213483851581592	-0.32585237604696	-0.101115327116224	0.0573125174951721	0.000198403914768069	3695	-0.219855137785205	-0.332082045223304	-0.107628230347105	0.0572402816245543	0.00012470261339303	3694	NA	0.00221551038157678	0.0017456047436239
"hMGS.01165"	"sbp_m_all"	77.1853856562923	-0.248662968889932	-0.381070590121602	-0.116255347658261	0.0675332718342588	0.000234757915705595	3695	-0.240509974677139	-0.372703086262431	-0.108316863091847	0.0674238567978168	0.000365642150427132	3694	NA	0.00251660485636398	0.00326640321048238
"hMGS.00290"	"sbp_m_all"	42.6792963464141	-0.279957332784817	-0.434312373056352	-0.125602292513283	0.0787273481441577	0.000381373359097609	3695	-0.288628037308844	-0.442960667892123	-0.134295406725565	0.078715910828406	0.000249272088182758	3694	NA	0.0039310792399292	0.00262699092604968
