"var.x"	"var.y"	"prev"	"estimate"	"lower"	"upper"	"se"	"p.value"	"n"	"estimate.infl"	"lower.infl"	"upper.infl"	"se.infl"	"p.value.infl"	"n.infl"	"message"	"q.value"	"q.value.infl"
"hMGS.00094"	"diasd_all"	82.192151556157	-0.0840783992156353	-0.119458970185129	-0.0486978282461412	0.0180455301190973	3.28954783394393e-06	3695	-0.0819461659972725	-0.117311633158036	-0.0465806988365092	0.0180378248521423	5.72875049949121e-06	3694	NA	0.000881598819496972	0.00153530513386364
"hMGS.01559"	"diasd_all"	74.722598105548	-0.105602807043621	-0.154324749118454	-0.0568808649687877	0.0248501719751893	2.19638607556513e-05	3695	-0.102420852031274	-0.151053233141449	-0.0537884709210997	0.0248044898889731	3.72471984866866e-05	3694	NA	0.00278288634529794	0.00311747397652016
"hMGS.00038"	"diasd_all"	86.0081190798376	0.0743320421032054	0.0393849365219818	0.109279147684429	0.0178244451420807	3.11517128204993e-05	3695	0.0725286960598466	0.0376532991045602	0.107404093015133	0.0177878691399369	4.65294623361217e-05	3694	NA	0.00278288634529794	0.00311747397652016
"hMGS.00417"	"diasd_all"	97.8349120433018	0.175405566741146	0.0854372545925414	0.265373878889751	0.0458874981989926	0.000134348376743461	3695	0.190540159295368	0.100529202626299	0.280551115964438	0.0459092442859563	3.39685188819425e-05	3694	NA	0.00900134124181187	0.00311747397652016
"hMGS.00045"	"diasd_all"	61.9756427604871	-0.0626849698608845	-0.0953668957788178	-0.0300030439429512	0.0166691113891485	0.000172256811059981	3695	-0.0610199145739114	-0.0936341464298815	-0.0284056827179413	0.0166345830872506	0.000247770636151623	3694	NA	0.009232965072815	0.0110670884147725
"hMGS.00332"	"diasd_all"	93.3423545331529	0.109603472034309	0.0491570660398608	0.170049878028757	0.0308301254070913	0.000382762925203755	3695	0.114025906496578	0.053546850907077	0.174504962086079	0.0308467751037294	0.000221850083184998	3694	NA	0.0158899496638415	0.0110670884147725
"hMGS.00065"	"diasd_all"	92.7469553450609	-0.101581753027911	-0.157943701576278	-0.0452198044795449	0.0287468859950707	0.000415035998682428	3695	-0.0966723186455334	-0.152981075888619	-0.0403635614024479	0.0287197535430676	0.000770563932550066	3694	NA	0.0158899496638415	0.0210562021815491
"hMGS.00445"	"diasd_all"	60.5142083897158	-0.0693642680236125	-0.10960552309449	-0.0291230129527348	0.0205246766943903	0.000733814886216027	3695	-0.0715491662366927	-0.111749604885894	-0.0313487275874916	0.0205038567152899	0.000489686989808947	3694	NA	0.0241170775100331	0.0164045141585997
"hMGS.00051"	"diasd_all"	95.9404600811908	0.0803460702539427	0.0333541689713704	0.127337971536515	0.0239677808105319	0.000809901856680217	3695	0.0836346659718783	0.0366721785444153	0.130597153399341	0.0239527762771175	0.00048586407206981	3694	NA	0.0241170775100331	0.0164045141585997
"hMGS.00086"	"diasd_all"	42.8687415426252	-0.0542718849304502	-0.0868953569854667	-0.0216484128754336	0.0166392975417476	0.00111798563825844	3695	-0.0558904418434828	-0.088497074822973	-0.0232838088639926	0.0166307073515676	0.000785679185878697	3694	NA	0.0299620151053263	0.0210562021815491
"hMGS.00898"	"diasd_all"	90.7713125845737	-0.0929665865770301	-0.14970492431897	-0.0362282488350902	0.028938859791508	0.00132745465498958	3695	-0.0894937348707588	-0.14620527463528	-0.0327821951062373	0.028925188990651	0.00199022749866859	3694	NA	0.0302739508762327	0.0313753511554813
"hMGS.00033"	"diasd_all"	61.4343707713126	-0.0491378642603265	-0.0792930198896473	-0.0189827086310058	0.0153803557784346	0.00141122682835702	3695	-0.050511631655536	-0.080651680104222	-0.02037158320685	0.0153726490443664	0.0010267078080796	3694	NA	0.0302739508762327	0.0229298077137777
"hMGS.00609"	"diasd_all"	51.6644113667118	-0.0694629663113469	-0.112245798275932	-0.026680134346762	0.0218209842758858	0.00146851254250383	3695	-0.0717524873996512	-0.114491753954523	-0.029013220844779	0.0217987620783112	0.0010059256683334	3694	NA	0.0302739508762327	0.0229298077137777
"hMGS.00398"	"diasd_all"	44.2219215155616	-0.0569270233287624	-0.0923934218763675	-0.0214606247811573	0.0180893056745338	0.00166312890709119	3695	-0.0589636897386588	-0.0944214603565383	-0.0235059191207793	0.0180849033647812	0.00112306097781522	3694	NA	0.0318370390786027	0.0231523340041907
"hMGS.00506"	"diasd_all"	52.043301759134	-0.0604538982564658	-0.0989157430879709	-0.0219920534249608	0.0196171051038551	0.00207394630781881	3695	-0.0626182207705902	-0.101029676864338	-0.0242067646768424	0.0195914029407613	0.00140459753163207	3694	NA	0.0347474083015181	0.0268880098912425
"hMGS.02714"	"diasd_all"	76.021650879567	-0.0723509187024681	-0.118382989786767	-0.0263188476181695	0.023478228373204	0.00207447213740407	3695	-0.0697202582581346	-0.115679189490166	-0.0237613270261033	0.0234409218514375	0.00295625584874104	3694	NA	0.0347474083015181	0.0440153648590332
"hMGS.02666"	"diasd_all"	38.4303112313938	-0.0686778917773962	-0.113493378510314	-0.0238624050444789	0.0228577208756229	0.00267792134452294	3695	-0.0708338196382052	-0.115625328329435	-0.026042310946975	0.0228454889331138	0.00194659800195581	3694	NA	0.0405104037526248	0.0313753511554813
"hMGS.00184"	"diasd_all"	73.234100135318	-0.0625148287344421	-0.103374633020286	-0.0216550244485981	0.0208401619503643	0.002720848013236	3695	-0.0648282920366532	-0.105634901476598	-0.0240216825967088	0.0208130284421671	0.00185532178151852	3694	NA	0.0405104037526248	0.0313753511554813
"hMGS.00227"	"diasd_all"	68.1190798376184	-0.0521442580252563	-0.0878546817629037	-0.016433834287609	0.018213768445938	0.00422221964137411	3695	-0.0505617406715279	-0.086208549667618	-0.0149149316754379	0.0181813206167009	0.00544804978375671	3694	NA	0.0595555191520138	0.0634816235672521
"hMGS.01165"	"diasd_all"	77.1853856562923	-0.0581001732370306	-0.0988032315197956	-0.0173971149542656	0.0207602151139482	0.00515949379043609	3695	-0.0556986912093063	-0.0963379184121045	-0.0150594640065082	0.0207276567018963	0.00723945679033646	3694	NA	0.0691372167918436	0.0756274306392189
"hMGS.01167"	"diasd_all"	82.5169147496617	0.0632138821587117	0.0174919768533797	0.108935787464044	0.0233200312115166	0.00674597932537911	3695	0.0607159901000612	0.0150691098087933	0.106362870391329	0.0232817631956548	0.00914846847959465	3694	NA	0.0772402643735763	0.0812264356262482
"hMGS.00148"	"diasd_all"	90.148849797023	0.0635217385309539	0.0174970965317478	0.10954638053016	0.0234744392376666	0.00684232553169159	3695	0.0606546859464062	0.0146998029040583	0.106609568988754	0.0234388571102552	0.00969867888074605	3694	NA	0.0772402643735763	0.0812264356262482
"hMGS.00030"	"diasd_all"	81.4343707713126	0.0776480272242018	0.0213743076666895	0.133921746781714	0.02870188562147	0.00685606382485228	3695	0.0727204440383201	0.016426935744547	0.129013952332093	0.0287119759594823	0.011359405084444	3694	NA	0.0772402643735763	0.0841546820095091
"hMGS.00324"	"diasd_all"	69.9864682002706	-0.0583684870232846	-0.10090545353731	-0.0158315205092589	0.0216955828967748	0.00717113017243119	3695	-0.0605940117875809	-0.103119292343613	-0.0180687312315488	0.0216896205264594	0.0052388549498393	3694	NA	0.0772402643735763	0.0634816235672521
"hMGS.00001"	"diasd_all"	94.5872801082544	0.056876073325987	0.0154022553344331	0.098349891317541	0.0211533339121589	0.00720524854231122	3695	0.0594069398561151	0.0179147290246028	0.100899150687627	0.0211627130020591	0.00502527315127669	3694	NA	0.0772402643735763	0.0634816235672521
"hMGS.01022"	"diasd_all"	72.1786197564276	0.0779418437519426	0.0206030517446521	0.135280635759233	0.0292451158872581	0.00773061175351392	3695	0.0735991159990064	0.0162328948121251	0.130965337185888	0.0292591031102298	0.0119323802849304	3694	NA	0.0796847673054512	0.0841546820095091
"hMGS.00165"	"diasd_all"	92.6657645466847	0.0820653118275732	0.0212921623984107	0.142838461256736	0.0309967778474218	0.00814350094434724	3695	0.0882500593322404	0.0275424613461633	0.148957657318317	0.03096334100973	0.00439494240176118	3694	NA	0.0808317871512985	0.0619918191406314
"hMGS.00322"	"diasd_all"	34.9661705006766	-0.0472266722862757	-0.0829337589809436	-0.0115195855916078	0.0182120664183012	0.00954882755717098	3695	-0.0496528177934051	-0.0853334388322244	-0.0139721967545857	0.0181985661319904	0.00639553771022886	3694	NA	0.0899389073538216	0.0714168377642222
"hMGS.05873"	"diasd_all"	55.5345060893099	-0.0405234543198075	-0.0712400937025591	-0.0098068149370559	0.0156667353281783	0.00973219519873442	3695	-0.0419568429006444	-0.0726397997607958	-0.0112738860404931	0.0156495543879959	0.00737343162659228	3694	NA	0.0899389073538216	0.0756274306392189
"hMGS.00013"	"diasd_all"	99.4316644113667	0.0980810449244742	0.0229367477305438	0.173225342118405	0.0383266476807471	0.0105357177449604	3695	0.107630993815119	0.0322920317309838	0.182969955899253	0.0384259310484527	0.00512187079834472	3694	NA	0.0910067482672576	0.0634816235672521
"hMGS.00336"	"diasd_all"	53.4776725304465	-0.0377996639534103	-0.0668933832797804	-0.00870594462704032	0.0148389800954102	0.0108968593953542	3695	-0.0391731120955722	-0.0682286043905941	-0.0101176198005503	0.0148194813496439	0.00824480773792262	3694	NA	0.0910067482672576	0.0764886581060538
"hMGS.00061"	"diasd_all"	82.6522327469553	-0.0539321394251377	-0.0954964744302744	-0.0123678044200009	0.021199501270405	0.0109999551266801	3695	-0.0511911340851047	-0.0926949014278766	-0.00968736674233268	0.021168607292245	0.0156447469414414	3694	NA	0.0910067482672576	0.0998283852453879
"hMGS.00077"	"diasd_all"	92.7198917456022	0.0656718879170396	0.014886419420588	0.116457356413491	0.0259026543736495	0.0112762873248254	3695	0.0691849307026868	0.0183814523351835	0.11998840907019	0.0259118376835502	0.00761918144499594	3694	NA	0.0910067482672576	0.0756274306392189
"hMGS.00034"	"diasd_all"	40.3788903924222	-0.0400276136689153	-0.0710834173066676	-0.00897181003116302	0.0158397228920086	0.011545632242861	3695	-0.0418100638738843	-0.0728368399667103	-0.0107832877810583	0.0158249161631307	0.00827675778013268	3694	NA	0.0910067482672576	0.0764886581060538
