"var.x"	"var.y"	"prev"	"estimate"	"lower"	"upper"	"se"	"p.value"	"n"	"message"	"q.value"
"Agathobaculum_butyriciproducens____HG3A.0008"	"sbp_m_all"	98.4248092542456	1.08725890136439	0.752435101944208	1.42208270078457	0.170779235450843	2.15585601551001e-10	4063	NA	1.45908335129717e-06
"Dorea_longicatena____HG3A.0039"	"sbp_m_all"	96.8250061530889	1.00131576194439	0.659734666641822	1.34289685724696	0.174225841774849	9.75704452495809e-09	4063	NA	1.65089193362291e-05
"Clostridiales_sp.____HG3A.0100"	"sbp_m_all"	72.163426039872	-0.982214105561706	-1.32086858937229	-0.643559621751125	0.172733102985286	1.39207835359419e-08	4063	NA	1.8843172594251e-05
"Blautia_obeum____HG3A.0001"	"sbp_m_all"	99.7538764459759	0.970229542807235	0.631406534385831	1.30905255122864	0.172819060149146	2.11131253094896e-08	4063	NA	2.0612427494197e-05
"Roseburia_faecis____HG3A.0058"	"sbp_m_all"	86.2416933300517	0.966114545220079	0.62862687252092	1.30360221791924	0.172137962765656	2.13190000678752e-08	4063	NA	2.0612427494197e-05
"Alistipes_sp._6CPBBH3____HG3A.0064"	"sbp_m_all"	83.3128230371647	-0.964015219458972	-1.3022444690444	-0.625785969873541	0.172516209275865	2.45245117811023e-08	4063	NA	2.07477369668126e-05
"Roseburia_inulinivorans____HG3A.0036"	"sbp_m_all"	96.1850849126261	0.957489931043139	0.617416619044977	1.2975632430413	0.173456786288357	3.60686374594557e-08	4063	NA	2.62844202804444e-05
"Collinsella_aerofaciens____HG3A.0019"	"sbp_m_all"	92.4440068914595	0.943968595075613	0.604871370067027	1.2830658200842	0.172958926249429	5.11791977450042e-08	4063	NA	2.69552153286802e-05
"Clostridium_sp._TM06_18____HG3A.0048"	"sbp_m_all"	96.652719665272	0.943380295849133	0.604367788566566	1.2823928031317	0.172915715377013	5.17653902802573e-08	4063	NA	2.69552153286802e-05
"Clostridiales_sp.____HG3A.0154"	"sbp_m_all"	53.7779965542702	-0.886974269204808	-1.22507215057456	-0.548876387835051	0.172449203992865	2.82918507432054e-07	4063	NA	8.15667928812315e-05
"Fusicatenibacter_saccharivorans____HG3A.0004"	"sbp_m_all"	98.2525227664288	0.887457568915876	0.549022923236271	1.22589221459548	0.172620972999317	2.86408563363928e-07	4063	NA	8.15667928812315e-05
"Alistipes_shahii____HG3A.0054"	"sbp_m_all"	88.6044794486832	-0.884517577994911	-1.2224615472945	-0.546573608695325	0.172370700058211	3.01295777486818e-07	4063	NA	8.15667928812315e-05
"Blautia_massiliensis____HG3A.0023"	"sbp_m_all"	97.6864385921733	0.880091323799321	0.542252865138984	1.21792978245966	0.172316883614056	3.42045952422827e-07	4063	NA	8.90371925383729e-05
"Eubacterium_rectale____HG3A.0018"	"sbp_m_all"	97.5879891705636	0.870348918356895	0.532384929306285	1.2083129074075	0.172380911273123	4.64206337038444e-07	4063	NA	0.000108311166333137
"Clostridiales_sp.____HG3A.0140"	"sbp_m_all"	59.8818606940684	-0.867716111768586	-1.20551381230253	-0.529918411234639	0.172296094644827	4.96106110568448e-07	4063	NA	0.000108311166333137
"Oscillospiraceae_sp.____HG3A.0060"	"sbp_m_all"	87.1277381245385	-0.859127569092608	-1.19494599474764	-0.523309143437579	0.171286551562305	5.51550296801908e-07	4063	NA	0.000113117951780464
"Clostridium_sp._TF06_15AC____HG3A.0032"	"sbp_m_all"	92.4686192468619	0.858803512570963	0.517204580453394	1.20040244468853	0.174234939567879	8.60468956687656e-07	4063	NA	0.000157396051320596
"Clostridium_sp._AT4____HG3A.0347"	"sbp_m_all"	17.2286487816884	0.86678068060501	0.520814852149799	1.21274650906022	0.176462305779979	9.38101403139308e-07	4063	NA	0.000162796674267868
"Ruminococcaceae_sp.____HG3A.0437"	"sbp_m_all"	34.2603987201575	-0.804990648914087	-1.14138138078185	-0.468599917046321	0.171578460374116	2.80151065287682e-06	4063	NA	0.000421347202192674
"Coprococcus_comes____HG3A.0016"	"sbp_m_all"	95.3236524735417	0.788302948656749	0.447719592192249	1.12888630512125	0.173716938058207	5.85188027063712e-06	4063	NA	0.000761644724455231
"Odoribacter_splanchnicus____HG3A.0041"	"sbp_m_all"	92.714742800886	-0.788728939119747	-1.1304020061475	-0.447055872091998	0.174272752600593	6.19300745313253e-06	4063	NA	0.000790835366845302
"Clostridiales_sp.____HG3A.0269"	"sbp_m_all"	42.8501107555993	-0.774462657739318	-1.11287754245279	-0.436047773025843	0.172610893779461	7.43753326303869e-06	4063	NA	0.000904561368050982
"Blautia_sp._SG_772____HG3A.0063"	"sbp_m_all"	87.9891705636229	0.770653456670997	0.432492434217211	1.10881447912478	0.172481409547173	8.11518003468929e-06	4063	NA	0.00094695755990995
"Anaerobutyricum_hallii____HG3A.0012"	"sbp_m_all"	98.4248092542456	0.773922749811813	0.433690840076652	1.11415465954697	0.173537680180356	8.43644535987411e-06	4063	NA	0.000967760376197084
"Bifidobacterium_adolescentis____HG3A.0056"	"sbp_m_all"	92.591681023874	0.761978414148492	0.422958199018389	1.1009986292786	0.172919646818898	1.07820795222442e-05	4063	NA	0.0011962805607631
"Clostridiales_sp.____HG3A.0128"	"sbp_m_all"	63.5983263598326	0.760668196135539	0.42043377122186	1.10090262104922	0.173538963064861	1.19952338650969e-05	4063	NA	0.001268495981234
"Ruminococcaceae_bacterium____HG3A.0061"	"sbp_m_all"	85.2818114693576	0.744256370662787	0.407322634347741	1.08119010697783	0.171855423614224	1.52318708976689e-05	4063	NA	0.00156195912477913
"Clostridiaceae_sp.____HG3A.0431"	"sbp_m_all"	17.0071375830667	0.718794788246513	0.382629623860272	1.05495995263275	0.171463408092575	2.82418521808947e-05	4063	NA	0.00261836788438761
"Clostridiales_sp.____HG3A.0697"	"sbp_m_all"	8.63893674624662	-0.710304077479854	-1.04511186294833	-0.375496292011381	0.170771067422065	3.25879000722026e-05	4063	NA	0.00283751767582261
"Oscillibacter_sp.____HG3A.0245"	"sbp_m_all"	73.6893920748216	-0.710437036603636	-1.04560748398902	-0.37526658921825	0.170956045685273	3.31207763870437e-05	4063	NA	0.00283751767582261
"Clostridiales_sp.____HG3A.0857"	"sbp_m_all"	18.3115924193945	-0.707310961695364	-1.04166241944724	-0.372959503943483	0.170538314258492	3.43166046887381e-05	4063	NA	0.00290318475666725
